Age,Height,Performance,Decision
19,196,86,1
26,174,7,0
30,189,19,0
19,192,86,1
23,179,10,0
23,193,39,1
24,197,17,0
18,187,10,0
20,157,48,0
29,157,51,0
24,157,51,0
28,192,46,0
18,172,52,1
18,198,2,0
28,181,81,0
24,192,1,0
20,153,60,0
19,181,76,1
29,197,91,1
19,184,58,1
30,196,9,0
20,178,98,1
28,169,2,0
29,193,33,0
26,159,52,0
18,186,43,1
18,166,65,0
29,173,65,0
23,150,1,0
20,170,69,0
30,177,22,0
27,190,96,1
22,160,16,0
19,155,53,1
30,161,38,0
19,177,4,0
29,153,70,0
18,168,53,0
28,197,30,0
30,176,38,0
22,160,28,1
22,154,47,0
18,177,5,0
27,197,49,1
24,193,73,0
19,181,42,1
18,198,88,1
24,153,85,0
21,172,62,0
18,168,36,0
25,157,15,0
22,168,62,1
18,181,86,1
30,170,51,1
18,155,15,0
20,188,95,1
28,194,55,0
20,151,61,1
18,171,4,0
21,192,92,1
18,198,60,0
22,190,7,0
29,196,14,0
20,194,73,1
25,188,42,1
29,198,14,0
28,199,81,1
22,184,40,0
20,184,27,1
28,176,23,0
28,159,22,0
18,150,16,0
20,175,64,1
25,166,29,1
30,158,61,1
24,184,35,1
24,170,98,1
20,182,56,1
22,153,92,1
26,172,90,1
22,162,41,1
27,154,75,1
27,199,82,1
23,153,91,1
29,155,73,1
27,155,56,1
26,176,16,0
29,199,32,0
20,166,47,0
27,155,8,0
28,167,95,1
30,185,38,0
23,176,8,0
30,154,28,0
25,197,81,1
20,193,64,1
21,190,35,1
29,192,26,0
23,200,93,1
20,187,34,0
30,151,44,0
26,189,6,0
29,151,8,0
21,166,3,0
29,176,8,0
20,194,81,1
26,190,47,1
22,181,8,0
23,160,76,1
21,192,2,0
29,192,40,0
30,160,38,0
28,179,97,1
27,163,8,0
22,159,27,0
24,165,21,0
20,155,81,1
19,158,61,0
21,189,26,1
28,193,90,0
28,200,3,0
23,179,93,1
28,181,74,0
23,184,86,1
25,172,10,0
26,176,31,0
28,170,71,1
19,155,86,1
20,159,39,1
23,150,83,0
22,166,54,0
22,150,30,1
18,191,46,1
29,183,42,1
27,186,98,1
25,157,95,1
23,195,55,0
23,152,15,0
29,164,37,0
23,177,39,1
25,153,95,1
24,150,58,0
20,199,21,0
29,167,91,1
23,174,8,0
19,161,36,0
30,174,97,1
23,170,80,1
29,169,97,1
20,182,41,1
27,183,17,0
24,159,42,0
26,182,69,0
24,197,26,0
21,164,47,0
29,159,71,0
26,177,51,0
18,168,15,0
26,176,83,0
30,169,67,0
22,198,91,1
21,182,46,0
30,188,31,0
22,200,54,0
23,174,97,1
24,181,86,1
19,181,85,1
19,191,24,1
20,156,85,1
30,193,57,0
30,170,67,0
25,164,87,0
30,161,74,1
23,170,17,0
24,151,38,1
27,189,67,0
21,172,83,0
21,159,83,1
23,157,40,0
20,177,33,1
20,165,18,0
28,185,51,0
29,160,93,1
18,187,78,1
30,183,20,0
19,194,27,0
19,187,32,1
18,179,84,1
25,194,71,1
18,197,23,1
19,200,61,0
19,199,26,1
29,196,62,0
28,171,56,1
28,166,69,0
18,180,67,1
24,183,86,1
29,173,64,0
20,168,36,1
18,192,58,0
26,179,74,0
29,192,76,1
19,169,81,0
25,159,29,0
23,186,37,1
18,190,24,0
19,179,18,0
28,150,42,0
21,184,34,0
25,173,7,0
30,151,61,1
18,178,20,1
24,177,54,0
30,167,16,0
30,167,74,1
23,154,1,0
30,170,1,0
29,160,59,0
24,189,29,1
18,192,89,1
27,197,88,0
19,177,36,0
18,177,78,1
21,168,37,1
29,195,56,1
24,192,30,1
23,189,94,1
25,176,45,0
27,154,42,0
23,191,93,1
29,178,34,0
29,169,80,1
21,190,29,0
22,188,44,1
20,182,20,1
20,157,87,0
25,160,50,0
30,186,56,1
24,156,29,0
28,176,61,1
21,188,12,0
25,158,57,1
29,195,30,0
24,198,17,0
22,181,17,0
30,190,10,0
29,165,29,0
19,150,22,0
26,198,27,0
19,174,47,0
18,185,42,1
20,185,3,0
28,150,33,0
22,173,48,0
23,199,14,0
30,158,38,0
27,195,48,1
24,174,83,1
30,154,36,0
27,150,100,1
23,176,81,1
22,179,72,1
18,196,99,1
27,197,29,0
24,178,60,0
20,191,23,1
26,191,30,0
21,197,60,0
30,164,85,0
27,176,73,1
22,152,42,0
20,191,33,1
23,163,55,0
29,150,62,0
18,178,2,0
22,192,2,0
18,156,100,1
25,164,54,0
26,152,58,1
27,175,87,1
27,152,19,0
23,186,28,0
24,191,50,1
27,169,28,0
24,184,86,1
23,198,46,1
18,167,80,0
23,171,80,1
27,192,7,0
28,182,42,0
21,176,83,1
25,174,72,1
26,171,68,0
30,172,52,0
18,197,62,1
22,163,64,1
20,154,8,0
26,188,42,1
21,189,9,0
24,179,84,1
30,169,95,1
23,167,72,0
28,157,35,0
24,165,60,1
18,190,57,0
30,178,62,0
18,161,90,0
21,197,55,0
19,194,94,1
27,157,59,0
19,171,73,0
22,156,26,0
28,194,41,0
23,181,36,1
24,195,71,0
22,158,61,0
18,184,75,1
19,159,42,1
19,180,60,0
30,162,16,0
19,177,24,1
19,190,51,1
23,160,81,0
27,160,83,1
30,183,55,0
26,176,86,1
21,156,48,0
25,196,64,1
28,150,71,0
26,182,57,0
18,184,29,0
27,172,26,0
22,178,10,0
23,195,25,1
25,200,69,1
26,162,75,1
29,197,2,0
28,198,66,0
30,156,59,1
20,193,45,1
20,158,15,0
30,168,19,0
29,173,8,0
29,156,44,0
25,178,41,1
18,199,47,0
29,171,83,1
22,184,92,1
21,176,93,1
18,155,56,0
29,181,65,1
23,161,37,0
25,159,38,1
30,168,87,1
28,196,39,0
18,194,14,0
29,163,88,1
30,171,46,1
22,154,14,0
20,175,12,0
23,157,62,0
20,156,66,1
19,164,41,1
19,170,87,1
20,188,12,0
28,185,10,0
29,163,20,0
29,195,26,0
27,192,2,0
27,169,6,0
20,164,38,0
30,174,40,1
20,197,31,1
27,169,50,1
19,178,59,1
27,190,23,0
23,154,1,0
22,158,20,1
21,200,78,1
22,195,52,0
20,190,99,1
23,199,74,1
21,150,91,1
20,177,4,0
28,154,9,0
25,161,97,1
19,195,13,0
29,174,37,0
29,180,90,1
27,157,93,1
24,151,45,1
29,150,5,0
21,171,48,0
19,155,98,1
25,192,65,0
24,155,6,0
18,174,69,1
30,200,87,0
28,179,96,1
19,150,1,0
18,195,75,1
27,169,77,1
26,161,12,0
28,161,98,1
27,161,27,0
28,158,42,1
26,150,84,0
25,168,48,0
24,174,18,0
18,157,96,1
25,184,28,1
30,183,56,0
25,164,45,1
25,170,88,1
19,165,92,1
23,195,48,0
24,197,34,0
23,162,66,1
30,169,60,0
29,171,93,1
21,182,44,0
29,158,83,0
29,173,77,1
21,180,6,0
30,155,23,0
22,193,39,1
30,169,9,0
22,153,99,1
18,200,36,1
18,155,41,0
19,169,25,0
27,171,78,1
30,196,16,0
21,175,45,1
25,174,32,0
18,187,75,1
27,173,24,0
28,172,46,1
30,193,62,0
26,180,36,0
28,200,34,0
21,163,2,0
25,181,48,0
26,167,77,0
22,190,53,1
30,182,60,0
23,161,7,0
30,194,11,0
22,160,79,0
21,163,68,0
29,191,65,0
29,176,31,0
20,200,53,0
18,154,71,1
27,153,42,1
23,156,98,1
21,180,75,1
20,168,58,1
18,157,63,1
22,153,66,1
25,150,80,1
19,183,93,1
26,196,16,0
21,175,54,1
29,176,9,0
23,163,44,0
20,181,5,0
20,168,15,0
29,191,57,1
25,170,25,1
28,195,35,0
24,151,11,0
21,166,48,0
19,169,51,1
22,181,27,1
28,174,27,0
21,193,88,1
18,157,82,0
26,186,68,1
24,161,43,1
20,176,24,1
30,182,8,0
24,177,94,1
22,183,28,0
29,175,76,1
26,189,67,0
25,160,14,0
29,155,57,1
27,150,86,1
22,190,82,1
25,166,70,1
26,179,38,0
30,157,58,1
30,155,64,0
28,178,21,0
28,184,50,0
26,189,83,1
25,156,8,0
25,180,86,0
27,167,20,0
26,171,74,1
22,178,1,0
22,165,42,0
30,185,50,1
25,196,81,0
22,180,79,1
28,186,58,0
19,176,79,1
25,160,48,1
24,162,3,0
19,174,27,0
28,173,28,0
22,191,22,0
27,161,66,0
30,182,74,1
25,184,64,0
24,167,86,0
25,200,88,0
28,184,77,0
25,165,90,1
25,178,16,0
28,166,61,0
28,152,65,1
26,182,100,1
27,172,23,0
26,177,51,0
27,164,75,0
30,168,46,0
21,176,76,1
27,200,42,0
21,155,10,0
28,190,31,0
23,151,60,0
28,170,75,1
21,177,22,1
26,190,16,0
22,154,10,0
22,161,93,1
26,180,65,0
22,166,16,0
20,182,46,0
25,150,7,0
23,162,17,0
18,175,96,1
20,184,62,0
24,189,56,0
23,171,47,0
29,180,86,1
25,188,47,1
23,157,32,1
24,193,97,1
29,156,98,1
24,151,38,0
25,183,43,0
30,173,77,1
28,158,7,0
18,173,70,1
18,171,46,0
28,185,49,1
27,172,12,0
24,165,74,0
21,167,80,0
30,163,49,0
27,185,72,1
20,185,43,0
30,200,47,0
20,185,7,0
24,178,97,1
26,156,63,0
24,187,71,0
30,160,53,1
21,195,77,1
21,186,85,1
27,174,90,0
21,199,94,1
24,200,57,0
28,156,30,0
25,169,15,0
27,153,50,0
30,156,14,0
27,194,29,0
18,158,31,1
18,197,3,0
21,153,63,1
22,172,86,0
28,186,63,1
24,193,39,1
26,186,10,0
18,159,33,0
23,199,49,0
19,151,71,1
24,159,7,0
26,186,11,0
24,169,47,1
28,189,38,0
28,157,40,0
19,168,64,0
26,156,52,1
19,179,9,0
28,181,21,0
26,151,58,1
23,151,7,0
18,176,86,1
18,180,53,1
21,195,79,1
20,159,8,0
26,190,17,0
24,199,73,1
19,169,8,0
24,164,29,1
24,167,3,0
23,175,9,0
22,188,23,0
22,192,33,0
28,198,94,1
24,159,97,1
27,151,5,0
27,175,2,0
22,183,15,0
23,156,40,0
25,176,46,1
28,159,69,1
18,197,22,1
20,187,83,1
26,190,26,0
18,185,38,0
22,158,63,0
29,152,53,1
22,163,76,1
26,151,44,1
30,152,31,0
27,175,35,0
23,173,22,1
24,153,85,0
30,156,8,0
20,173,96,1
29,194,79,0
20,197,77,1
22,183,68,1
28,197,3,0
18,154,25,1
26,161,70,0
23,194,95,1
26,196,50,0
30,189,67,0
26,160,57,0
28,162,79,1
19,194,31,1
18,177,73,1
18,185,67,1
23,186,67,0
28,195,70,0
24,159,13,0
22,190,95,1
24,174,85,1
29,167,59,1
28,197,84,1
24,161,5,0
27,176,35,0
24,167,73,0
30,170,58,0
18,155,33,1
21,194,23,0
23,159,81,1
30,153,84,1
26,179,57,1
18,171,32,0
22,152,79,1
20,179,64,1
29,167,24,0
18,187,91,1
18,154,21,1
21,182,29,1
24,182,70,1
24,184,93,1
19,150,31,0
23,199,24,1
24,161,7,0
26,194,97,1
20,190,60,0
25,192,38,0
21,183,44,0
23,161,82,0
18,150,22,0
30,187,39,0
22,194,100,1
22,174,40,0
21,183,62,0
21,155,64,1
26,178,93,1
19,192,85,1
21,175,15,0
24,195,57,0
27,190,13,0
20,156,78,1
28,155,56,0
21,170,92,1
29,178,60,1
19,176,59,1
23,183,53,0
28,195,13,0
24,160,55,0
28,150,40,1
30,183,8,0
27,185,17,0
18,161,67,1
28,184,69,1
24,198,2,0
27,183,60,1
25,178,69,1
25,176,93,1
26,185,77,1
28,169,33,0
23,191,47,1
24,196,99,1
27,181,59,0
30,155,59,0
22,186,1,0
18,176,94,1
26,163,71,1
30,156,82,1
26,175,14,0
28,161,71,1
29,186,4,0
20,164,63,1
18,154,71,0
26,164,83,1
25,150,49,1
19,196,67,0
22,164,77,0
24,178,43,1
22,171,41,0
21,161,100,1
21,182,70,0
25,181,91,1
30,156,58,1
25,169,37,1
19,187,48,0
29,178,3,0
18,151,33,0
24,174,97,1
29,190,42,0
22,188,30,0
19,189,64,0
24,185,41,0
30,191,62,1
18,185,69,0
24,180,41,1
25,193,56,0
18,163,3,0
26,185,82,0
29,179,54,1
24,169,97,1
27,185,95,1
28,170,89,1
29,151,98,1
19,179,59,1
21,157,95,1
23,187,35,0
27,182,72,1
25,157,12,0
21,194,58,0
27,158,55,1
22,195,65,1
19,172,44,0
21,196,2,0
25,154,21,1
28,150,44,0
27,174,54,0
24,170,41,0
24,157,51,0
27,179,28,0
21,151,28,1
23,167,35,1
21,180,99,1
30,176,54,0
20,179,78,1
23,195,29,1
28,189,40,1
23,161,57,1
24,155,30,1
29,186,48,0
22,200,36,0
29,159,36,0
21,164,94,1
24,200,3,0
26,197,22,0
28,193,72,0
18,199,97,1
25,173,47,0
24,164,8,0
18,180,5,0
23,189,43,0
23,153,28,1
19,159,67,0
21,198,94,1
28,198,85,0
27,167,1,0
26,186,65,1
18,163,9,0
26,175,27,0
25,155,36,1
22,173,44,0
29,152,29,0
28,153,39,0
23,166,87,0
25,187,69,0
18,172,72,0
20,155,47,1
25,196,43,1
29,199,53,1
27,187,61,1
30,197,21,0
26,155,46,0
27,182,38,0
20,195,52,1
29,184,20,0
23,196,59,1
22,192,53,1
19,185,11,0
21,160,50,0
27,154,13,0
25,170,83,1
30,171,46,0
21,191,35,0
27,170,64,0
26,178,68,0
25,162,90,1
22,197,35,1
30,181,98,1
26,166,96,1
28,180,12,0
20,191,73,1
30,189,1,0
30,188,6,0
19,183,41,1
18,170,10,0
30,154,97,1
23,197,59,0
18,198,96,1
27,191,82,0
26,186,71,1
22,171,21,1
26,186,96,1
30,165,75,1
18,164,94,1
23,158,74,1
22,191,23,0
28,173,41,1
30,157,7,0
23,186,46,0
24,153,61,1
21,171,41,1
28,163,67,0
18,183,4,0
28,158,61,1
27,161,2,0
23,188,34,1
29,170,57,1
21,167,51,1
23,173,90,1
21,178,37,1
30,173,59,1
18,177,75,1
25,184,23,0
22,150,28,0
21,160,53,0
25,155,49,0
18,181,64,1
29,153,34,0
20,165,58,0
18,183,24,0
19,179,100,1
19,160,47,1
18,197,66,0
25,163,29,0
22,192,96,1
22,153,89,1
19,199,83,1
29,171,32,0
28,153,86,1
22,188,66,1
28,179,68,1
27,171,80,1
18,191,63,1
22,155,96,1
20,156,100,1
26,187,68,1
21,185,79,1
20,171,87,1
19,188,7,0
18,188,19,0
20,175,43,0
28,195,17,0
20,192,57,1
27,191,40,0
28,196,99,1
24,189,59,1
19,194,76,1
21,165,20,0
30,156,85,1
22,152,1,0
19,194,4,0
24,176,73,0
24,184,47,1
22,181,46,1
27,183,18,0
25,166,79,1
24,169,26,0
26,187,66,0
20,158,18,0
21,178,94,1
19,159,74,0
29,198,46,1
30,154,97,1
27,161,89,0
22,200,96,1
24,192,54,0
20,154,15,0
20,189,32,0
18,161,52,0
19,160,92,1
29,156,70,0
19,161,47,0
29,167,55,1
23,181,2,0
20,150,15,0
21,190,92,1
28,151,47,0
26,182,56,1
26,172,93,1
24,184,85,1
24,169,26,0
27,162,8,0
26,171,10,0
26,191,97,1
27,163,66,0
23,150,54,1
26,177,29,0
23,193,79,1
18,178,75,1
26,154,84,1
22,154,19,0
26,159,29,0
23,199,80,1
27,189,84,1
19,168,98,1
22,194,2,0
22,166,24,0
30,187,64,0
29,195,97,1
30,198,2,0
18,152,49,1
30,180,61,1
24,183,57,1
21,193,64,1
18,161,22,1
22,166,43,1
23,163,99,1
19,189,2,0
20,190,40,1
23,197,28,1
24,165,60,0
18,195,70,1
22,161,27,0
29,162,87,1
18,181,78,1
24,190,68,1
20,185,91,1
24,181,52,1
21,184,100,1
20,151,65,1
21,150,37,0
27,191,40,0
20,190,31,1
21,164,58,1
30,187,82,1
22,191,71,1
23,190,83,1
23,152,74,0
25,162,31,1
26,199,70,0
22,157,46,1
29,189,73,1
30,162,36,0
28,162,36,0
20,159,88,0
22,179,31,1
28,182,18,0
30,192,96,1
18,190,63,0
27,162,43,1
30,193,88,0
26,170,100,1
29,196,77,0
30,177,42,1
20,197,38,0
18,150,87,1
20,152,25,1
26,164,70,0
19,190,36,0
25,184,88,0
29,175,25,0
27,150,71,1
27,183,93,1
30,150,8,0
21,168,45,1
24,188,52,1
28,151,12,0
25,167,25,1
28,150,81,1
23,166,29,0
28,195,97,1
27,157,10,0
25,152,25,1
29,197,93,1
26,192,17,0
25,155,18,0
30,190,66,1
18,167,44,0
25,153,74,1
26,157,53,0
27,178,64,1
24,195,60,1
18,154,37,0
29,159,87,0
23,183,35,1
20,150,16,0
22,181,5,0
30,184,1,0
20,174,83,1
27,171,55,0
25,169,30,1
21,189,79,1
21,156,31,1
26,192,7,0
21,161,79,1
18,163,26,1
22,182,91,1
26,195,18,0
20,190,53,1
21,174,46,0
20,152,37,1
27,161,14,0
22,156,44,1
25,160,90,0
21,166,83,0
23,186,52,1
18,184,16,0
21,172,37,1
24,173,12,0
22,200,37,0
18,184,87,1
27,198,16,0
25,173,53,1
24,178,12,0
29,192,47,0
19,198,55,1
21,188,95,1
29,178,83,1
19,168,85,0
24,158,35,0
18,175,60,0
19,163,73,0
22,169,46,1
29,167,95,1
30,192,53,1
21,198,85,1
27,178,45,0
18,150,14,0
25,181,97,1
20,174,77,0
30,167,2,0
24,160,20,1
19,174,37,0
28,187,10,0
19,188,93,1
20,181,24,0
23,167,11,0
18,184,90,1
25,167,70,0
21,166,10,0
27,169,69,0
21,191,71,1
25,179,1,0
27,199,5,0
23,187,49,0
24,192,5,0
19,180,73,1
21,150,32,0
22,189,81,1
29,198,18,0
23,156,31,1
25,199,61,1
27,166,3,0
23,194,95,1
29,180,54,0
18,153,22,0
18,172,12,0
22,199,1,0
21,162,36,1
27,176,13,0
29,190,84,1
23,172,58,0
28,169,38,0
25,198,25,0
27,188,81,0
30,190,83,0
30,190,20,0
26,200,100,1
22,172,83,1
18,150,100,1
30,193,71,1
24,188,16,0
20,170,99,1
19,174,9,0
30,160,22,0
28,164,98,1
26,197,72,0
18,176,98,1
18,160,52,0
27,180,43,0
26,196,70,0
24,150,4,0
28,198,88,1
26,172,81,1
30,163,7,0
27,158,62,1
23,195,96,1
24,156,39,1
27,167,55,0
29,168,54,1
23,165,16,0
18,200,15,0
21,193,56,1
27,164,55,1
25,155,67,0
21,172,87,1
26,173,15,0
26,176,95,1
22,184,87,1
19,193,10,0
19,193,85,1
19,156,6,0
21,164,18,0
24,198,39,1
29,196,74,0
25,172,3,0
28,172,96,1
22,156,65,0
21,178,90,1
21,173,78,0
23,158,35,1
22,197,94,1
18,184,30,0
19,161,67,0
23,197,22,1
27,181,98,1
19,180,21,0
30,164,85,0
23,187,48,0
18,182,6,0
25,179,15,0
28,191,76,1
23,154,16,0
19,179,50,1
25,194,60,1
25,200,84,0
19,166,56,1
30,177,28,0
28,169,97,1
28,162,9,0
23,151,87,0
29,165,1,0
20,180,54,1
24,177,4,0
18,163,90,0
19,184,38,1
28,173,14,0
28,151,51,0
28,187,5,0
26,179,38,0
21,186,85,1
30,170,100,1
26,162,79,1
23,200,35,0
30,196,61,1
25,165,92,1
20,159,83,0
18,187,8,0
28,198,79,0
27,171,73,0
30,184,37,0
23,188,67,0
29,199,72,1
25,151,29,1
19,189,98,1
22,167,19,0
21,185,98,1
18,151,94,1
28,191,14,0
22,182,39,1
26,170,78,0
25,189,19,0
19,199,92,1
18,175,82,0
20,169,46,1
23,179,68,0
28,191,36,0
21,160,93,1
28,180,98,1
27,150,99,1
27,157,80,1
28,150,52,1
29,197,78,0
26,182,61,1
24,164,22,0
24,178,32,1
28,171,73,0
29,168,71,1
25,153,81,0
29,157,7,0
23,185,99,1
25,170,7,0
28,181,11,0
20,157,45,0
19,196,9,0
29,154,39,0
25,157,61,0
30,158,52,1
26,158,24,0
19,166,21,1
28,155,33,0
29,167,4,0
25,170,53,0
28,163,12,0
27,185,2,0
21,193,62,0
29,154,74,0
23,151,50,0
25,150,92,1
21,166,82,0
27,180,27,0
21,155,17,0
25,193,48,1
25,169,17,0
23,156,40,0
27,179,2,0
29,154,17,0
27,154,43,0
26,194,96,1
20,189,59,1
22,153,2,0
24,189,46,1
29,164,91,1
26,151,99,1
23,150,57,0
19,181,38,0
30,159,95,1
26,189,60,0
20,200,75,1
19,195,29,1
28,168,53,1
20,177,61,1
19,181,35,0
21,163,48,1
19,194,65,0
21,173,22,0
21,187,62,1
22,163,84,0
26,198,100,1
28,195,23,0
20,171,78,0
28,163,11,0
25,180,100,1
22,194,26,1
23,163,18,0
27,183,97,1
19,162,91,1
18,170,92,1
18,161,94,1
19,176,41,1
24,182,49,1
18,180,24,0
20,159,75,0
18,157,21,0
26,160,86,1
20,198,31,1
22,180,3,0
30,166,68,1
21,162,80,0
30,193,60,0
20,184,94,1
30,164,99,1
24,168,65,0
26,199,91,1
28,168,51,0
27,166,94,1
23,191,19,0
21,189,77,1
22,200,49,1
19,199,78,1
30,183,19,0
21,161,88,0
23,179,3,0
30,157,44,0
23,164,50,0
26,164,4,0
30,170,48,1
27,158,93,1
29,195,48,1
22,165,37,0
21,187,59,1
20,152,16,0
18,165,1,0
27,192,57,1
20,176,3,0
27,188,4,0
27,184,32,0
20,185,93,1
18,170,81,1
26,188,76,1
28,170,44,0
22,159,90,1
19,193,66,0
25,162,33,0
23,175,44,0
18,160,25,0
26,184,100,1
28,193,50,0
29,184,45,0
23,157,42,0
19,200,91,1
21,182,34,1
29,170,48,0
19,179,92,1
19,152,90,1
28,186,29,0
27,187,34,0
27,153,87,0
22,181,23,1
28,163,31,0
21,193,47,1
30,151,1,0
20,196,1,0
19,185,95,1
19,198,78,1
30,179,29,0
18,164,81,1
25,185,72,0
19,173,98,1
18,165,11,0
28,158,14,0
28,179,35,0
25,161,16,0
23,169,23,0
25,200,84,0
28,160,54,0
21,150,90,0
25,188,94,1
27,151,86,1
19,186,36,1
20,179,7,0
29,160,14,0
21,168,9,0
24,196,56,1
19,156,20,0
23,198,2,0
30,193,51,0
30,175,2,0
25,153,75,1
28,167,14,0
29,169,19,0
20,165,66,0
25,156,98,1
21,174,10,0
19,191,32,1
18,195,85,1
20,160,7,0
23,178,29,0
24,182,34,1
23,155,20,0
29,199,55,0
19,184,45,1
29,190,100,1
20,182,79,1
23,173,93,1
18,165,94,1
21,156,92,1
24,191,78,1
19,186,61,0
19,190,29,0
25,189,73,0
21,163,31,1
21,150,87,1
26,192,18,0
30,176,93,1
21,158,86,1
26,197,51,1
20,152,55,0
19,153,35,0
21,175,37,0
26,172,75,1
24,167,100,1
24,178,28,1
27,195,99,1
22,190,45,1
22,179,100,1
18,159,7,0
26,171,6,0
25,154,74,1
23,192,88,1
18,162,54,1
21,177,25,1
29,187,60,0
20,150,22,1
19,173,48,1
21,159,69,0
18,194,68,1
21,193,62,0
19,165,67,0
24,179,34,0
29,187,46,0
25,173,75,0
18,184,44,0
20,192,89,1
19,158,35,1
28,185,74,0
24,161,42,1
28,188,15,0
20,158,36,1
29,194,76,0
23,177,32,0
30,172,29,0
28,195,32,0
24,153,55,0
20,187,62,0
27,169,59,1
23,157,84,1
19,165,84,1
22,154,58,1
22,161,14,0
27,173,5,0
23,156,39,0
25,200,67,0
19,177,43,1
29,155,53,0
25,152,74,1
19,177,31,0
23,160,62,0
26,165,33,0
22,171,19,0
30,150,45,1
27,183,64,0
29,194,36,0
18,167,48,0
25,183,69,0
29,199,41,0
27,174,76,1
20,154,66,1
23,195,94,1
23,195,41,1
19,196,40,0
30,153,63,1
22,161,74,0
22,193,3,0
25,154,68,1
18,179,56,0
28,197,89,0
20,188,64,1
28,194,48,1
23,169,100,1
23,174,67,1
21,180,90,1
26,174,99,1
23,163,42,1
19,192,94,1
23,165,74,0
26,172,64,0
27,167,83,0
26,155,46,0
28,198,6,0
26,173,9,0
21,199,29,1
20,187,95,1
24,183,51,0
18,173,62,0
22,182,45,0
21,181,69,1
30,165,50,0
26,177,99,1
25,184,59,0
19,191,85,1
25,175,88,0
27,155,94,1
24,190,79,0
18,151,20,1
30,160,52,0
28,153,93,1
28,155,74,1
28,175,92,1
30,179,76,0
18,164,3,0
25,157,84,0
19,186,48,1
30,200,91,1
18,171,70,0
23,163,39,0
18,167,43,1
27,198,100,1
24,167,67,0
26,173,63,0
21,180,64,1
26,176,10,0
23,177,1,0
27,186,26,0
23,180,26,0
25,160,49,0
24,197,35,1
23,179,25,1
24,157,57,0
27,167,47,0
28,176,63,1
19,172,34,1
30,160,13,0
20,156,93,1
27,157,44,0
29,158,100,1
26,198,1,0
30,179,75,1
24,194,89,1
28,161,95,1
25,153,30,1
24,160,31,0
29,184,16,0
30,181,26,0
30,180,34,0
24,154,31,0
21,151,63,0
27,184,92,1
29,178,3,0
18,155,28,0
22,175,2,0
29,164,27,0
18,184,14,0
25,172,34,1
30,169,12,0
28,169,5,0
29,159,32,0
19,163,14,0
25,152,36,0
23,161,35,1
22,150,97,1
20,164,70,1
26,152,1,0
29,161,59,1
19,171,22,1
25,189,90,0
28,174,72,0
21,176,80,1
22,192,60,0
24,196,55,1
22,168,3,0
23,174,22,0
26,158,56,1
25,165,32,0
19,162,85,1
24,165,64,0
30,172,77,1
18,176,88,1
30,185,57,0
23,196,33,0
27,186,82,1
20,194,5,0
29,199,80,1
27,153,88,1
27,167,4,0
22,183,13,0
21,170,71,1
24,160,26,1
22,166,53,0
24,158,13,0
26,166,97,1
19,161,2,0
26,181,94,1
19,154,81,1
27,178,29,0
25,175,25,1
23,171,50,1
21,157,21,0
26,193,86,0
22,175,56,0
26,198,64,1
23,176,69,1
26,188,24,0
22,196,83,1
26,164,21,0
25,184,45,1
28,181,13,0
19,189,19,0
28,195,74,1
20,182,25,1
23,156,54,1
27,192,63,1
27,195,57,0
28,150,73,0
27,179,30,0
20,191,78,1
24,186,16,0
30,175,62,1
30,187,41,1
23,169,55,1
23,188,77,1
30,177,64,0
22,175,88,0
23,181,24,1
23,159,86,1
29,164,67,0
18,164,50,1
21,175,31,1
22,195,52,0
23,154,82,1
19,187,55,0
30,165,100,1
25,180,91,1
26,164,19,0
19,190,75,1
28,160,17,0
27,157,64,1
22,192,30,0
28,183,45,1
26,196,13,0
29,176,45,0
23,199,71,1
18,165,9,0
20,179,69,0
20,169,34,1
20,181,69,0
26,172,1,0
19,179,45,0
26,185,40,0
26,194,74,1
19,184,89,1
24,162,44,1
22,153,82,1
24,161,82,1
28,187,80,1
22,173,83,0
26,169,20,0
18,176,71,1
18,180,57,1
30,178,62,0
23,185,100,1
29,190,43,0
18,174,77,0
21,177,27,0
25,150,43,1
18,165,61,0
23,161,95,1
25,154,58,0
19,174,3,0
25,178,14,0
24,196,35,1
27,159,75,1
29,163,64,1
25,167,44,1
24,174,57,1
20,150,43,1
30,153,1,0
22,174,40,0
22,159,70,0
30,192,17,0
23,168,7,0
19,168,63,0
18,193,1,0
19,160,60,0
21,162,25,1
20,159,27,1
20,190,59,1
28,193,19,0
24,175,90,1
25,166,88,1
26,159,82,1
24,152,93,1
25,163,72,1
18,186,54,1
24,168,33,1
23,176,99,1
20,150,86,0
25,188,61,1
24,196,92,1
29,198,71,1
29,170,46,0
21,172,33,0
29,152,53,0
26,168,71,1
20,189,23,1
25,161,43,1
25,196,79,1
24,181,3,0
18,177,73,1
22,152,51,0
20,179,30,0
30,166,23,0
28,186,44,0
20,184,39,0
19,166,86,1
24,172,27,1
23,174,13,0
27,183,49,1
21,169,14,0
25,194,53,0
30,178,57,0
21,172,47,1
21,161,9,0
27,199,37,0
29,185,49,1
18,162,10,0
26,159,60,1
28,190,6,0
25,185,22,0
30,156,50,1
26,169,77,0
24,190,67,1
19,156,80,1
24,174,89,1
26,176,17,0
21,177,99,1
26,185,91,1
24,158,8,0
25,188,18,0
21,153,11,0
27,163,57,0
29,152,69,1
30,193,5,0
25,182,16,0
21,179,29,1
18,156,87,0
25,175,32,1
24,185,8,0
22,195,15,0
18,156,95,1
20,178,70,1
18,170,12,0
27,174,82,1
26,193,46,1
20,197,13,0
29,197,18,0
